medication_id,location_id,risk_score,risk_level,predicted_stockout_date,days_to_stockout,primary_risk_factors,contributing_factors,mitigating_factors,confidence,recommended_review
MED070,LOC001,10.9,LOW,2026-09-25,25.8,None,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 82.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED070,LOC002,17.7,LOW,2026-09-26,26.6,None,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 82.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED070,LOC003,11.3,LOW,2026-09-26,26.0,None,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 82.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED070,LOC004,40.9,MEDIUM,2026-09-25,25.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 82.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED070,LOC005,50.0,MEDIUM,2026-09-14,14.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 82.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED070,LOC006,49.9,MEDIUM,2026-09-14,14.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 82.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED070,LOC007,42.8,MEDIUM,,,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED071,LOC001,35.4,MEDIUM,2026-09-15,15.8,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (59 units, 103.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED071,LOC002,15.0,LOW,2026-09-29,29.9,None,None,"Confirmed inbound PO (70 units) arriving in 1d from reliable vendor (90%); Regional surplus available at South Ambulatory & Surgical Center (59 units, 103.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,No escalation required; inbound shipment (70 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED071,LOC003,30.8,MEDIUM,2026-09-22,22.9,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (59 units, 103.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED071,LOC004,32.3,MEDIUM,2026-10-21,51.5,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (59 units, 103.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED071,LOC005,30.8,MEDIUM,2026-09-20,20.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (59 units, 103.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED071,LOC006,30.6,MEDIUM,2026-09-26,26.5,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (59 units, 103.5 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED071,LOC007,33.7,MEDIUM,,,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (6d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED072,LOC001,9.0,LOW,2026-09-30,30.6,None,None,Alternate certified supplier available with normal lead time (3d),0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED072,LOC002,48.0,MEDIUM,2026-10-07,37.2,None,Accelerating utilization (+35.3% 7d vs 30d usage),Alternate certified supplier available with normal lead time (3d),0.95,Classify as emerging risk (+35.3% demand surge); dynamically adjust safety stock baseline upwards and trigger automated replenishment PO 5 days ahead of schedule.
MED072,LOC003,31.2,MEDIUM,2026-09-20,20.4,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED072,LOC004,48.0,MEDIUM,2026-09-25,25.5,Severe demand acceleration (+64.8% 7d vs 30d usage); Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Classify as emerging risk (+64.8% demand surge); dynamically adjust safety stock baseline upwards and trigger automated replenishment PO 5 days ahead of schedule.
MED072,LOC005,32.0,MEDIUM,2026-10-09,39.8,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED072,LOC006,31.1,MEDIUM,2026-09-22,22.3,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED072,LOC007,33.2,MEDIUM,,,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED073,LOC001,30.4,MEDIUM,2026-09-22,22.8,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (48 units, 84.2 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED073,LOC002,30.7,MEDIUM,2026-09-27,27.6,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (48 units, 84.2 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED073,LOC003,30.5,MEDIUM,2026-09-23,23.9,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (48 units, 84.2 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED073,LOC004,31.9,MEDIUM,2026-09-28,28.5,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (48 units, 84.2 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED073,LOC005,30.6,MEDIUM,2026-09-16,16.3,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (48 units, 84.2 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED073,LOC006,30.6,MEDIUM,2026-09-19,19.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (48 units, 84.2 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED073,LOC007,32.9,MEDIUM,,,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (6d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED074,LOC001,11.5,LOW,2026-09-25,25.8,None,High-criticality life-saving clinical medication,Confirmed inbound PO (110 units) arriving in 2d from reliable vendor (99%); Alternate certified supplier available with normal lead time (2d),0.95,No escalation required; inbound shipment (110 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED074,LOC002,47.2,MEDIUM,2026-09-18,18.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED074,LOC003,39.8,MEDIUM,2026-09-16,16.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
